2020,2020-04-22,3,0,24
2019,2020-11-28,7,0,64
2019,2020-12-23,26,0,161
year,date,median,low,high
2019,2020-09-09,24,0,116
2020,2020-01-28,18,0,73
year,date,median,low,high
2020,2020-10-28,11,0,44
2019,2020-08-27,20,0,73
2019,2020-03-28,23,0,73
2019,2020-10-21,18,0,70
2019,2020-08-29,20,0,76
year,date,median,low,high
2019,2020-01-01,16,0,102
2020,2020-08-31,9,0,39
year,date,median,low,high
2020,2020-07-13,10,0,45
2019,2020-01-24,20,0,60
2020,2020-03-23,4,0,21
2020,2020-01-07,23,0,76
2020,2020-07-07,9,0,43
year,date,median,low,high
2019,2020-10-16,18,0,63
2020,2020-11-18,10,0,41
2020,2020-03-12,16,0,72
2020,2020-02-17,13,0,102
2019,2020-01-07,30,0,120
year,date,median,low,high
2020,2020-08-20,10,0,46
2019,2020-06-19,22,0,82
2019,2020-10-03,17,0,117
2019,2020-02-21,22,0,71
year,date,median,low,high
2020,2020-10-19,8,0,36
2019,2020-05-15,26,0,93
2020,2020-08-11,9,0,39
year,date,median,low,high
2019,2020-01-08,36,0,142
2019,2020-12-03,20,0,78
2020,2020-06-10,6,0,37
2020,2020-03-19,7,0,34
year,date,median,low,high
2019,2020-04-08,21,0,75
2020,2020-02-19,18,0,105
2019,2020-08-28,19,0,70
2019,2020-05-23,20,0,64
year,date,median,low,high
2019,2020-08-15,19,0,71
2020,2020-05-11,4,0,25
2020,2020-09-15,9,0,43
2019,2020-05-30,22,0,85
2019,2020-01-02,38,0,135
2019,2020-05-16,23,0,98
2019,2020-06-05,24,0,85
year,date,median,low,high
2019,2020-07-25,20,0,78
2019,2020-12-18,21,0,109
2019,2020-11-05,19,0,68
2019,2020-03-05,19,0,63
2019,2020-01-09,42,0,153
2020,2020-11-16,9,0,40
2020,2020-04-29,3,0,24
year,date,median,low,high
2020,2020-04-02,3,0,25
2019,2020-11-06,19,0,71
year,date,median,low,high
2020,2020-06-03,4,0,24
2019,2020-03-19,21,0,67
2020,2020-01-16,18,0,74
2019,2020-02-18,18,0,78
2019,2020-05-29,21,0,78
2019,2020-06-18,21,0,76
2020,2020-01-22,22,0,74
year,date,median,low,high
2019,2020-11-04,19,0,74
2020,2020-11-11,9,0,52
2020,2020-04-20,3,0,19
2019,2020-06-03,22,0,77
year,date,median,low,high
2019,2020-01-31,19,0,60
2019,2020-10-02,20,0,135
2019,2020-06-06,23,0,86
2020,2020-07-14,10,0,41
2020,2020-07-16,9,0,41
