2019,2020-01-30,2,0,15
2020,2020-01-09,2,0,14
year,date,median,low,high
2019,2020-05-15,2,0,17
2020,2020-01-06,2,0,14
2019,2020-07-17,2,0,15
2020,2020-03-18,1,0,5
2020,2020-03-24,2,0,5
2020,2020-09-22,1,0,4
2019,2020-08-26,2,0,13
year,date,median,low,high
2019,2020-03-14,2,0,15
2019,2020-04-17,3,0,20
2019,2020-06-05,2,0,13
2020,2020-09-15,1,0,6
2020,2020-11-23,1,0,6
year,date,median,low,high
2019,2020-01-09,4,0,27
2020,2020-04-01,0,0,3
2020,2020-08-25,2,0,5
year,date,median,low,high
2020,2020-06-30,1,0,6
2020,2020-08-18,1,0,5
2019,2020-09-24,2,0,20
2019,2020-10-21,2,0,17
2020,2020-03-19,1,0,5
2019,2020-12-23,3,0,15
year,date,median,low,high
2020,2020-03-02,2,0,17
2019,2020-07-31,1,0,12
2020,2020-06-23,1,0,6
2019,2020-08-08,3,0,12
2019,2020-02-28,2,0,15
2019,2020-08-06,3,0,12
2019,2020-10-16,1,0,16
2020,2020-03-10,2,0,14
2020,2020-05-26,2,0,5
year,date,median,low,high
2019,2020-05-30,3,0,13
2020,2020-03-17,1,0,6
year,date,median,low,high
2020,2020-06-17,1,0,4
2020,2020-06-01,1,0,4
2019,2020-09-17,2,0,18
year,date,median,low,high
2020,2020-08-20,2,0,7
2020,2020-01-21,3,0,15
year,date,median,low,high
2019,2020-01-29,2,0,19
2019,2020-09-19,4,0,23
2020,2020-02-11,3,0,19
2019,2020-09-11,2,0,23
2020,2020-09-16,1,0,6
year,date,median,low,high
2019,2020-08-21,3,0,11
2019,2020-12-19,1,0,12
2020,2020-04-06,2,0,6
2020,2020-10-08,1,0,5
2020,2020-09-23,1,0,5
2020,2020-03-23,2,0,4
2019,2020-02-25,2,0,15
2019,2020-06-19,3,0,13
year,date,median,low,high
2019,2020-04-08,2,0,14
2020,2020-05-28,2,0,6
year,date,median,low,high
2020,2020-10-06,1,0,5
2020,2020-02-06,1,0,14
2020,2020-06-02,1,0,4
2020,2020-01-15,2,0,16
year,date,median,low,high
2019,2020-11-21,2,0,17
2019,2020-12-02,1,0,16
year,date,median,low,high
2019,2020-11-26,3,0,16
2019,2020-08-07,2,0,11
2019,2020-02-21,2,0,16
2020,2020-11-25,1,0,5
2019,2020-05-22,3,0,14
year,date,median,low,high
2020,2020-04-28,2,0,5
2020,2020-03-03,2,0,17
year,date,median,low,high
2019,2020-10-10,1,0,13
2020,2020-05-14,2,0,5
2019,2020-01-15,2,0,12
year,date,median,low,high
2019,2020-01-24,2,0,12
2019,2020-04-03,1,0,16
2019,2020-03-26,2,0,18
2019,2020-10-03,1,0,16
2019,2020-10-17,2,0,18
2019,2020-08-19,2,0,11
2020,2020-07-21,1,0,6
year,date,median,low,high
2019,2020-08-12,2,0,11
2019,2020-08-22,2,0,12
2020,2020-07-14,2,0,7
2019,2020-04-24,2,0,21
2019,2020-11-27,3,0,12
2019,2020-05-07,1,0,14
2019,2020-07-25,2,0,13
year,date,median,low,high
2018,2020-12-31,2,0,11
2020,2020-08-31,1,0,5
2020,2020-03-30,2,0,5
year,date,median,low,high
2020,2020-10-12,2,0,6
2020,2020-01-27,1,0,16
2019,2020-12-03,3,0,16
year,date,median,low,high
2019,2020-04-30,2,0,16
2020,2020-05-20,1,0,4
2019,2020-02-04,2,0,14
2020,2020-11-04,2,0,5
