2020,2020-01-16,6,0,24
2020,2020-09-10,2,0,7
2019,2020-05-15,8,0,27
2019,2020-06-24,6,0,23
2019,2020-01-15,6,0,28
2019,2020-03-19,6,0,22
2019,2020-09-25,6,0,22
2019,2020-01-09,12,0,63
2020,2020-06-15,2,0,6
year,date,median,low,high
2019,2020-12-09,5,0,19
2020,2020-10-20,2,0,7
2019,2020-02-25,5,0,18
year,date,median,low,high
2020,2020-04-09,1,0,3
2019,2020-02-28,6,0,21
year,date,median,low,high
2020,2020-11-11,2,0,9
2020,2020-01-21,5,0,18
2019,2020-07-18,7,0,25
2019,2020-03-18,5,0,20
2019,2020-01-10,11,0,55
2019,2020-01-14,6,0,26
year,date,median,low,high
2019,2020-03-13,6,0,22
2019,2020-11-25,6,0,24
2019,2020-05-07,6,0,21
2019,2020-05-29,6,0,22
year,date,median,low,high
2020,2020-08-20,3,0,8
2020,2020-05-05,1,0,4
2019,2020-09-10,7,0,24
year,date,median,low,high
2020,2020-10-06,2,0,7
2019,2020-04-25,7,0,30
year,date,median,low,high
2020,2020-10-21,2,0,7
2020,2020-03-02,5,0,18
2020,2020-04-27,1,0,3
year,date,median,low,high
2020,2020-08-04,2,0,6
2019,2020-12-05,7,0,25
year,date,median,low,high
2019,2020-03-21,7,0,23
2019,2020-09-17,7,0,25
2020,2020-07-02,2,0,6
2019,2020-04-24,7,0,29
2019,2020-11-05,5,0,18
2019,2020-10-22,6,0,20
2019,2020-06-06,7,0,24
year,date,median,low,high
2019,2020-10-23,7,0,22
2020,2020-03-25,1,0,5
2020,2020-02-06,5,0,19
2020,2020-06-24,2,0,6
2020,2020-04-30,1,0,3
2020,2020-09-01,3,0,8
year,date,median,low,high
2020,2020-10-05,2,0,6
2019,2020-05-09,8,0,27
2019,2020-08-26,5,0,17
2020,2020-10-29,2,0,6
2019,2020-02-18,5,0,17
2020,2020-05-28,1,0,4
year,date,median,low,high
2020,2020-01-07,6,0,20
2020,2020-09-07,1,0,5
2020,2020-05-27,2,0,5
year,date,median,low,high
2020,2020-11-16,2,0,6
2019,2020-07-31,6,0,23
2019,2020-09-03,7,0,23
2020,2020-03-16,2,0,7
year,date,median,low,high
2020,2020-05-25,1,0,4
2019,2020-09-02,5,0,17
2019,2020-06-25,6,0,23
2019,2020-03-04,5,0,23
year,date,median,low,high
2019,2020-08-28,6,0,19
year,date,median,low,high
2019,2020-03-14,7,0,24
2020,2020-03-17,2,0,7
2020,2020-06-18,2,0,6
2020,2020-04-20,1,0,3
2020,2020-02-24,5,0,19
2019,2020-06-27,7,0,24
year,date,median,low,high
2020,2020-05-26,1,0,4
2019,2020-06-12,7,0,24
2020,2020-02-17,4,0,15
2020,2020-06-11,2,0,5
2020,2020-03-26,1,0,4
2020,2020-10-07,2,0,7
year,date,median,low,high
2019,2020-06-13,6,0,20
2020,2020-08-26,2,0,7
2019,2020-04-17,7,0,27
2019,2020-01-30,5,0,29
2019,2020-10-17,6,0,25
2019,2020-08-13,6,0,21
2020,2020-10-12,2,0,7
2020,2020-11-03,2,0,19
2020,2020-06-08,2,0,6
2019,2020-04-15,7,0,24
year,date,median,low,high
2019,2020-07-09,6,0,21
year,date,median,low,high
2019,2020-11-26,6,0,22
2019,2020-11-28,3,0,16
2019,2020-09-18,7,0,25
2020,2020-07-27,2,0,6
2020,2020-04-16,1,0,3
year,date,median,low,high
2020,2020-08-19,2,0,6
2020,2020-11-12,2,0,7
year,date,median,low,high
2019,2020-12-17,5,0,19
2019,2020-06-17,6,0,23
2019,2020-03-28,7,0,26
year,date,median,low,high
2020,2020-06-23,2,0,6
2020,2020-04-07,1,0,3
2019,2020-08-12,6,0,23
2019,2020-03-11,6,0,22
2020,2020-03-12,5,0,15
year,date,median,low,high
2020,2020-06-30,2,0,6
2020,2020-02-18,5,0,18
2020,2020-09-03,3,0,8
2019,2020-02-13,6,0,22
2019,2020-04-11,7,0,23
2019,2020-02-05,6,0,30
year,date,median,low,high
2019,2020-12-10,6,0,21
2020,2020-09-08,2,0,7
2019,2020-05-27,4,0,18
2019,2020-03-05,6,0,26
2020,2020-07-22,2,0,6
2019,2020-07-03,7,0,22
2019,2020-02-06,6,0,31
2020,2020-02-11,5,0,19
year,date,median,low,high
2020,2020-01-13,5,0,24
2020,2020-01-15,6,0,25
2020,2020-03-09,5,0,17
2019,2020-10-03,6,0,131
year,date,median,low,high
2019,2020-12-04,6,0,23
2019,2020-04-16,7,0,27
year,date,median,low,high
2019,2020-06-11,7,0,28
2020,2020-01-23,6,0,21
2019,2020-11-14,6,0,21
2019,2020-08-07,6,0,21
2019,2020-09-16,7,0,23
2019,2020-07-08,6,0,19
year,date,median,low,high
2019,2020-04-08,6,0,21
2020,2020-04-21,1,0,3
2019,2020-04-18,8,0,28
2019,2020-06-20,8,0,28
2020,2020-01-20,4,0,17
year,date,median,low,high
2020,2020-11-23,2,0,6
2019,2020-09-12,7,0,24
year,date,median,low,high
2019,2020-06-04,7,0,23
2019,2020-01-03,12,0,42
2020,2020-05-06,1,0,4
2019,2020-11-21,6,0,23
2020,2020-03-18,2,0,6
2019,2020-08-20,6,0,20
year,date,median,low,high
2020,2020-02-26,6,0,29
2020,2020-07-21,2,0,6
2019,2020-12-23,6,0,24
2019,2020-10-15,6,0,23
2020,2020-01-29,5,0,19
year,date,median,low,high
2019,2020-11-13,5,0,19
2020,2020-10-27,2,0,7
2019,2020-10-30,6,0,20
2019,2020-10-24,7,0,23
2020,2020-11-02,2,0,6
2019,2020-10-08,7,0,22
year,date,median,low,high
2019,2020-12-19,6,0,22
2019,2020-01-24,6,0,20
2020,2020-04-22,1,0,4
year,date,median,low,high
2019,2020-08-22,6,0,19
2020,2020-01-02,6,0,23
year,date,median,low,high
2019,2020-02-27,6,0,21
2020,2020-01-09,6,0,28
2020,2020-03-03,5,0,18
2019,2020-05-22,7,0,22
year,date,median,low,high
2020,2020-02-05,5,0,19
2020,2020-01-08,6,0,24
2019,2020-06-18,6,0,23
2019,2020-07-15,6,0,24
2019,2020-05-13,6,0,22
year,date,median,low,high
2019,2020-05-02,7,0,24
2019,2020-05-08,7,0,26
2019,2020-10-21,6,0,19
year,date,median,low,high
2020,2020-01-22,6,0,21
2020,2020-08-27,2,0,6
2018,2020-12-31,8,0,26
2020,2020-07-08,2,0,6
2020,2020-04-29,1,0,4
2020,2020-11-18,2,0,6
year,date,median,low,high
2020,2020-02-10,5,0,18
2019,2020-06-03,6,0,20
year,date,median,low,high
2020,2020-08-11,2,0,6
2020,2020-10-19,2,0,7
2019,2020-06-10,6,0,21
year,date,median,low,high
2019,2020-07-02,6,0,22
2020,2020-03-19,2,0,6
2019,2020-11-18,5,0,18
year,date,median,low,high
2019,2020-07-25,7,0,23
2020,2020-09-14,2,0,7
2019,2020-09-19,7,0,25
2020,2020-03-24,1,0,4
2019,2020-09-23,6,0,21
2019,2020-01-23,6,0,20
2020,2020-07-30,2,0,7
year,date,median,low,high
2019,2020-04-03,7,0,24
2019,2020-09-04,7,0,24
2019,2020-07-24,6,0,23
2020,2020-09-29,2,0,7
2019,2020-05-30,7,0,23
year,date,median,low,high
2020,2020-11-04,2,0,20
2019,2020-02-04,5,0,24
2020,2020-06-25,2,0,6
year,date,median,low,high
2019,2020-01-16,6,0,30
2019,2020-11-12,5,0,19
2020,2020-02-12,6,0,20
year,date,median,low,high
2020,2020-07-14,2,0,7
2019,2020-02-14,7,0,25
year,date,median,low,high
2019,2020-01-08,10,0,56
2019,2020-03-26,6,0,22
2020,2020-03-23,1,0,4
2020,2020-04-02,1,0,4
2020,2020-04-08,1,0,4
2019,2020-02-11,5,0,23
year,date,median,low,high
2019,2020-12-30,5,0,21
2020,2020-03-30,1,0,4
2020,2020-05-04,1,0,4
year,date,median,low,high
2020,2020-10-22,3,0,8
2020,2020-07-07,2,0,6
2020,2020-08-10,2,0,6
year,date,median,low,high
2020,2020-06-17,2,0,6
2019,2020-01-01,8,0,31
2019,2020-11-19,6,0,21
2020,2020-09-22,2,0,7
2019,2020-09-05,7,0,23
2019,2020-12-12,7,0,31
year,date,median,low,high
2020,2020-05-07,1,0,4
2019,2020-08-21,6,0,20
year,date,median,low,high
2019,2020-10-14,5,0,17
2019,2020-03-25,6,0,21
year,date,median,low,high
2020,2020-03-05,5,0,18
2019,2020-11-20,6,0,21
year,date,median,low,high
2020,2020-08-31,2,0,6
2020,2020-04-01,1,0,4
2020,2020-08-17,2,0,6
year,date,median,low,high
2019,2020-09-24,6,0,22
2020,2020-08-12,2,0,6
2020,2020-07-09,2,0,6
2020,2020-08-06,3,0,8
2019,2020-03-06,6,0,29
2019,2020-10-09,5,0,17
2019,2020-12-25,2,0,13
year,date,median,low,high
2020,2020-09-24,3,0,8
2019,2020-07-23,6,0,21
year,date,median,low,high
2019,2020-11-06,6,0,20
2019,2020-02-07,6,0,29
2020,2020-11-09,2,0,24
2019,2020-10-01,6,0,587
2019,2020-08-27,6,0,20
2019,2020-07-16,6,0,24
year,date,median,low,high
2019,2020-02-26,6,0,20
2020,2020-09-28,2,0,6
2020,2020-06-03,1,0,4
2020,2020-08-03,2,0,7
2019,2020-04-22,6,0,23
2019,2020-12-02,4,0,16
2020,2020-08-13,2,0,6
year,date,median,low,high
2020,2020-03-11,5,0,16
2019,2020-05-16,8,0,26
2019,2020-06-19,7,0,24
2020,2020-02-20,6,0,21
year,date,median,low,high
2020,2020-07-28,2,0,6
2020,2020-05-18,1,0,4
2020,2020-05-12,1,0,4
year,date,median,low,high
2020,2020-02-04,5,0,19
2020,2020-10-08,3,0,8
2020,2020-06-10,2,0,6
2020,2020-06-04,1,0,4
year,date,median,low,high
2020,2020-02-25,4,0,19
2019,2020-12-18,6,0,23
2019,2020-06-26,7,0,24
2020,2020-06-01,2,0,5
2020,2020-03-10,5,0,17
2020,2020-10-01,3,0,8
year,date,median,low,high
2020,2020-03-31,1,0,4
year,date,median,low,high
2019,2020-01-21,4,0,12
2019,2020-01-07,10,0,47
2019,2020-08-06,6,0,21
2019,2020-04-02,6,0,23
year,date,median,low,high
2019,2020-02-21,6,0,22
2019,2020-06-05,7,0,23
2020,2020-05-21,1,0,4
2019,2020-08-05,6,0,20
year,date,median,low,high
2020,2020-07-06,2,0,6
2020,2020-02-03,5,0,19
2020,2020-06-29,2,0,6
2019,2020-12-16,6,0,21
2019,2020-10-16,6,0,21
2019,2020-09-11,7,0,25
year,date,median,low,high
2019,2020-04-29,6,0,22
2019,2020-08-19,6,0,19
2019,2020-04-01,5,0,20
2020,2020-07-29,2,0,6
2019,2020-05-28,6,0,21
